highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_day_click,total_click,befor_modulopen_click,after_modulopen_click,resource_sum_click,oucontent_sum_click,url_sum_click,homepage_sum_click,subpage_sum_click,glossary_sum_click,forumng_sum_click,oucollaborate_sum_click,dataplus_sum_click,quiz_sum_click,ouelluminate_sum_click,sharedsubpage_sum_click,questionnaire_sum_click,page_sum_click,externalquiz_sum_click,ouwiki_sum_click,dualpane_sum_click,repeatactivity_sum_click,folder_sum_click,htmlactivity_sum_click,gender_F,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
3,8,1,-0.33706381245253675,1.0668344311865514,0,3,0.8342174316639687,1.418260161411916,0.3491301294874778,1.450594903611346,0.2180421257697521,1.4399645878838139,0.23482932240791984,1.1653600609644443,1.7840329011911382,-0.08118194611755394,0.3140879600574586,0.474655238419657,0.620705470276535,1.264740567671172,-0.17044526605688348,-0.058861338523594445,1.923184480775231,2.5665262382871963,-0.2648630218867214,-0.051132754831814856,1.1618111896233334,-0.010930212951952166,3.435453679606319,-0.21907963356363638,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,8,1,-0.33706381245253675,1.0668344311865514,0,1,-0.3836776300768182,-0.7323609918990385,-0.4130044521063527,-0.7305011351760234,-0.4777142019590608,-0.543740423038577,-0.45560062193944706,-0.6245896593754495,-0.599389310776718,-0.08118194611755394,-0.4629128252629971,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.01855084045430206,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,1,-0.33706381245253675,-0.45786528632292206,1,4,-0.6543209771303264,-0.5125767211486373,-0.39776176047447614,-0.502607288827385,-0.05174094008427737,-0.5133620920903015,-0.3655445422419644,-0.27293582051221377,-0.35430733525303093,0.44898864170783925,-0.26306339932691536,2.10400241091339,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,1.2130100667077948,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4,1,-0.33706381245253675,1.0668344311865514,0,3,2.0521124934047554,2.4956111755942536,3.054707894145576,2.3579162705407253,0.5304225178112599,3.4191128491639633,0.5049975615003678,1.7292734241865702,3.1626190135118777,-0.054673416726284285,0.6397046971429711,-0.06846048574492053,1.6169335502745894,1.066644170270836,-0.17044526605688348,-0.058861338523594445,0.663571611210596,4.300593430389073,-0.2648630218867214,0.09613620692836324,0.45341781224321503,-0.010930212951952166,3.435453679606319,-0.21907963356363638,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,8,1,-0.33706381245253675,-0.45786528632292206,0,3,-0.3836776300768182,-0.33884804029023,-0.5578100226091806,-0.3087455902001432,-0.19373202737587183,0.13673419020279443,-0.45560062193944706,-0.39648987200470204,-0.6177704589409945,-0.08118194611755394,-0.4629128252629971,-0.3400183478272093,-0.23320431257894017,-0.2145227476987284,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,-0.33706381245253675,0.3044845724318147,0,2,-0.5189993036035724,-0.6997139914692706,-0.07766523620506731,-0.7232085320928671,-0.34992222339662576,-0.5346269237540943,-0.5456567016369297,-0.659438238001536,-0.47684832301487445,-0.08118194611755394,-0.4026134295064207,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.01855084045430206,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,1,-0.33706381245253675,0.3044845724318147,0,1,-0.6543209771303264,-0.7725867602857166,-0.5578100226091806,-0.760886981355842,-0.4635150932299013,-0.5862700863661626,-0.5456567016369297,-0.6942868166276224,-0.6912950515981006,-0.08118194611755394,-0.4629128252629971,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,5,1,-0.33706381245253675,-0.45786528632292206,0,3,-0.5189993036035724,-0.3452608439460773,-0.5273246393454273,-0.3178613440540887,0.246440343228071,-0.5832322532713351,-0.4856193151719413,-0.22541503147664135,-0.23789339687927963,-0.08118194611755394,-0.1424646078137626,-0.3400183478272093,-0.23320431257894017,0.06539607471478988,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.20798126907580627,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,-0.33706381245253675,0.3044845724318147,0,1,2.1874341669315096,0.23364043153176975,0.9207310656828507,0.17013534559379576,-0.13693559245923406,0.274955596017448,0.1447732427104372,0.04703749232730709,0.7179263076630997,-0.08118194611755394,0.06772185739487509,-0.3400183478272093,-0.23320431257894017,0.10630728722138101,-0.17044526605688348,-0.058861338523594445,1.083442567732141,1.699492642236258,-0.2648630218867214,-0.062461136505674704,1.5160078783133926,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,1,-0.33706381245253675,-0.45786528632292206,0,1,-0.5189993036035724,-0.616930526093788,-0.2224708067078951,-0.6253661073938516,-0.3357231146674663,-0.5209566748273703,-0.3355258490094702,-0.5168758708948188,-0.4891024217910588,-0.08118194611755394,-0.30958007605341714,-0.2494990604664464,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.017147609810235293,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,1,-0.33706381245253675,1.0668344311865514,0,3,-0.7896426506570805,-0.5918622936209306,-0.5501886767932422,-0.5731024519645639,-0.2789266797508285,-0.5543728388704734,-0.035338916684528064,-0.32996076735490065,-0.5013565205672431,-0.08118194611755394,-0.4008905896276614,-0.3400183478272093,-0.23320431257894017,-0.3501757154837411,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,3,2,-0.33706381245253675,-0.45786528632292206,0,2,-0.3836776300768182,-0.5545514359869103,-0.07766523620506731,-0.5718870181173711,-0.29312578847998794,-0.5285512575644392,0.08473585624544878,-0.383817661595216,-0.145987656057897,-0.08118194611755394,-0.3147485956896951,-0.15897977310568345,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,0.10460525026190762,-0.062461136505674704,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10,2,-0.33706381245253675,-1.2202151450776588,0,3,-0.6543209771303264,-0.5376449536214948,-0.5501886767932422,-0.5165847780701015,0.14704658212395488,-0.5832322532713351,-0.42558192870695283,-0.5548925021232767,-0.4829753724029666,-0.08118194611755394,-0.4301788675665699,-0.3400183478272093,-0.23320431257894017,0.03525097076256484,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.20798126907580627,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4,9,1,1.7872558810151757,-0.45786528632292206,0,1,-0.11303428302331005,-0.5638791503954153,-0.5501886767932422,-0.5439320396319381,-0.42091776704242295,-0.39640551793944073,-0.5156380084044355,-0.5802369229422486,-0.4645942242386901,-0.08118194611755394,-0.2647862392056747,-0.3400183478272093,-0.23320431257894017,-0.42984491878605013,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.20798126907580627,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,4,1,-0.33706381245253675,4.116233866205499,0,1,0.29293073755695226,-0.62509227620123,1.1950995150566295,-0.7469094921131254,-0.29312578847998794,-0.49361617697392235,-0.45560062193944706,-0.402825977209445,-0.29303684137210917,-0.08118194611755394,-0.4370702270816072,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,0.350917431694327,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,1,-0.33706381245253675,-0.45786528632292206,0,4,1.1048607787174767,1.5739163956038444,0.7225760744684547,1.5830771929553544,-0.2789266797508285,2.1128446183881167,1.9158761434275957,1.6817526351509977,-0.2562745450435561,-0.08118194611755394,0.5587312228412828,-0.2494990604664464,-0.23320431257894017,-0.190837308879123,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,6.247447455834264,1.5160078783133926,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10,2,1.7872558810151757,1.0668344311865514,0,2,-0.5189993036035724,-0.41288677340773916,-0.24533484415571002,-0.4108420333643332,-0.13693559245923406,-0.5756376705342663,0.955277959987781,-0.13670955861023953,-0.23789339687927963,-0.08118194611755394,-0.1355732482987253,-0.2494990604664464,-0.23320431257894017,-0.30926450297714997,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,10,1,-0.33706381245253675,-1.2202151450776588,0,4,-0.5189993036035724,-0.423963434267839,-0.5578100226091806,-0.3974722610452131,-0.3641213321257852,-0.03186554656013464,-0.5756753948694239,-0.48836339747347535,-0.6484057058814554,0.39597158292529994,-0.4387930669603665,-0.3400183478272093,-0.23320431257894017,-0.2511275167835731,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,2,-0.33706381245253675,-1.2202151450776588,0,4,-0.24835595655006415,-0.02520364330424645,0.30340205459184794,-0.05046589767168627,2.546695957351901,-0.5118431755428877,-0.06535760991702227,-0.22224697887426986,-0.035700767072237835,-0.08118194611755394,-0.266509079084434,2.3755602729956786,-0.23320431257894017,0.7867253478573178,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,1,1.7872558810151757,1.0668344311865514,0,3,-0.3836776300768182,-0.21467284222700606,-0.4130044521063527,-0.19084850702244757,0.38843143051966544,-0.5407025899437494,-0.00532022345203385,-0.09869292738178162,1.012024678291524,-0.08118194611755394,-0.044262734724481057,0.9272516752234716,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,1.9519466110050527,0.8777945424246931,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,7,1,-0.33706381245253675,1.0668344311865514,0,3,-0.6543209771303264,-0.4577763989986699,-0.10052927365288222,-0.4691828580295847,0.17544479958227377,-0.4845026776894397,-0.00532022345203385,-0.14621371641735403,-0.09084421156506742,0.36946305353403025,-0.28373747787202724,0.9272516752234716,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,0.2277613409781173,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,8,1,-0.33706381245253675,-0.45786528632292206,0,1,-0.7896426506570805,-0.753348349318175,-0.5578100226091806,-0.7408323228771617,-0.5061124194173796,-0.5756376705342663,-0.5156380084044355,-0.6816146062181364,-0.6912950515981006,-0.08118194611755394,-0.4267331878090513,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.14170693117051172,-0.3230139150044513,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,-0.33706381245253675,-0.45786528632292206,1,1,-0.6543209771303264,-0.6332540263086719,-0.5044606018976124,-0.6198966550814843,-0.3215240059383069,-0.4905783438790948,-0.39556323547445865,-0.6214216067730781,-0.5810081626124415,-0.08118194611755394,-0.32508563496225107,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,0.7339656292486455,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,0.2277613409781173,-0.017147609810235293,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,10,1,-0.33706381245253675,-0.45786528632292206,0,1,-0.7896426506570805,-0.7760846531889061,-0.4358684895541676,-0.774256753674962,-0.4919133106882202,-0.5877890029135765,-0.39556323547445865,-0.7259673426513373,-0.6851680022100084,-0.08118194611755394,-0.4629128252629971,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.20798126907580627,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,1,-0.33706381245253675,-0.45786528632292206,0,3,-0.5189993036035724,-0.3207755936237514,-0.5425673309773039,-0.2911217994158485,-0.37832044085494465,0.3600149226726194,-0.5756753948694239,-0.28560803092169973,-0.6667868540457319,-0.08118194611755394,-0.44740726635416317,-0.15897977310568345,-0.23320431257894017,-0.5138205655101056,-0.17044526605688348,-0.058861338523594445,-0.03621331632531218,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,4,1,-0.33706381245253675,-0.45786528632292206,0,4,0.4282524110837063,0.805545921203238,2.7193686782442907,0.6228844536730909,-0.0943382662717557,1.4536348368105378,0.8952405735227925,0.5729342243209751,-0.3665614340292153,-0.08118194611755394,0.4157355129042588,-0.06846048574492053,-0.23320431257894017,-0.3695547108816,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,2.5543950301559515,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,2,-0.33706381245253675,-0.45786528632292206,0,3,0.5635740846104604,1.0189173882977918,-0.4968392560816741,1.1017653894670298,0.5730198439987383,-0.5118431755428877,2.696362167472445,1.6785845825486263,-0.2685286438197405,-0.0016563579437449687,2.843216902076148,-0.3400183478272093,-0.23320431257894017,-0.29419195100103745,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,7,1,-0.33706381245253675,-0.45786528632292206,1,1,-0.6543209771303264,-0.7142885452325598,-0.26057753578758663,-0.7238162490164634,-0.42091776704242295,-0.5088053424480601,-0.4856193151719413,-0.6214216067730781,-0.6055163601648101,-0.08118194611755394,-0.4525757859904411,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.14170693117051172,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,-0.33706381245253675,1.0668344311865514,0,3,-0.6543209771303264,-0.5265682927613949,-0.47397521863385916,-0.5111153257577342,-0.22213024483419072,-0.5407025899437494,-0.5456567016369297,-0.47252313446161787,-0.4891024217910588,-0.08118194611755394,-0.10283929060229811,-0.2494990604664464,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.14170693117051172,0.34536060375328,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,10,2,-0.33706381245253675,-0.45786528632292206,0,1,-0.7896426506570805,-0.7795825460920954,-0.45111118118604426,-0.7766876213693475,-0.5345106368756986,-0.5817133367239213,-0.5456567016369297,-0.7386395530608233,-0.7096761997623771,-0.08118194611755394,-0.45774430562671914,-0.3400183478272093,-0.23320431257894017,-0.5159737872209789,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,0.3122388885547567,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,8,2,-0.33706381245253675,1.0668344311865514,0,1,0.15760906403019814,-0.11323394803451321,-0.5501886767932422,-0.07416685769194467,0.16124569085311433,-0.03794121274978974,-0.5156380084044355,-0.13354150600786804,0.3503033443775692,-0.08118194611755394,-0.28718315762954594,-0.3400183478272093,-0.23320431257894017,0.06970251813653632,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.33434229667831117,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,1.8414674267682003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,6,2,-0.33706381245253675,-0.45786528632292206,0,3,-0.7896426506570805,-0.6029389544810304,-0.4130044521063527,-0.5955879781376295,-0.0943382662717557,-0.38577310210754434,-0.5156380084044355,-0.43133845063078846,-0.4462130760744136,-0.054673416726284285,-0.4508529461116818,-0.3400183478272093,-0.23320431257894017,-0.5138205655101056,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,6,2,-0.33706381245253675,-0.45786528632292206,0,2,1.6461474728244931,-0.0788380011531507,0.09762571756151371,-0.08996749770545028,-0.39251954958410407,-0.11388704012047851,-0.1253949963820107,0.01218891370122066,0.05620497374914479,-0.08118194611755394,0.13318977278772945,-0.3400183478272093,-0.23320431257894017,-0.2748129556031785,-0.17044526605688348,-0.058861338523594445,0.10374366918186946,0.4856456077649443,-0.2648630218867214,0.20942002366696177,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,2,-0.33706381245253675,1.0668344311865514,0,3,2.4580775139850175,3.2429942925757236,7.772320954211387,2.760832590885118,0.061851929748998204,2.384730680375182,5.5181193313269015,2.61949620545296,0.04395087497296044,-0.08118194611755394,4.152575209933235,1.4703673993880495,-0.23320431257894017,-0.01211990687664595,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,6.270104219181984,3.286991321763689,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2,2,-0.33706381245253675,-1.2202151450776588,0,3,-0.24835595655006415,-0.15287673427065984,-0.5044606018976124,-0.119137910038076,-0.19373202737587183,-0.019714214180824436,-0.5756753948694239,0.005852808496477673,-0.5074835699553353,-0.054673416726284285,0.15558669121160068,-0.3400183478272093,-0.23320431257894017,-0.3846272628577126,-0.17044526605688348,-0.058861338523594445,-0.3161272873396755,-0.38138798828599396,-0.2648630218867214,-0.345670678352171,-0.25497556513690345,-0.010930212951952166,-0.22907900404607154,-0.21907963356363638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
